p2,0.3787174721189591,1630,4304
p211,1.0,2,2
p21123,1.0,1,1
p2112334,1.0,1,1
p211233454,1.0,1,1
p21123345432,1.0,1,1
p2112334543233,1.0,1,1
p211233454323321,1.0,1,1
p21123345432332115,1.0,1,1
p2112334543233211525,1.0,1,1
p211233454323321152512,1.0,1,1
p21123345432332115251214,1.0,1,1
p1,0.47198719414589524,2064,4373
p110,0.4724517906336088,2058,4356
p11002,0.7,7,10
p1100232,0.875,7,8
p110023212,0.5,1,2
p11002321223,0.5,1,2
p1100232122311,0.5,1,2
p110023212231103,0.5,1,2
p11002321223110300,0.5,1,2
p6,0.45170257123002083,1950,4317
p665,0.4517625231910946,1948,4312
p66554,0.4515749882463564,1921,4254
p6655434,0.4517347179608213,1914,4237
p665543454,0.36363636363636365,4,11
p66554345443,0.3333333333333333,1,3
p6655434544355,0.3333333333333333,1,3
p665543454435563,0.5,1,2
p66554345443556363,1.0,1,1
p0,0.5000527299745937,52158,104305
p011,1.0,2,2
p01101,1.0,1,1
p0110101,1.0,1,1
p011010110,1.0,1,1
p01101011002,1.0,1,1
p0110101100222,1.0,1,1
p011010110022222,1.0,1,1
p01101011002222201,1.0,1,1
p0110101100222220123,1.0,1,1
p011010110022222012344,1.0,1,1
p01101011002222201234454,1.0,1,1
p0110101100222220123445455,1.0,1,1
p011010110022222012344545564,1.0,1,1
p01101011002222201234454556445,1.0,1,1
p0110101100222220123445455644533,1.0,1,1
p112,0.2727272727272727,3,11
p11202,0.3333333333333333,1,3
p1120223,0.5,1,2
p112022343,0.5,1,2
p11202234314,0.5,1,2
p1120223431404,0.5,1,2
p112022343140403,1.0,1,1
p4,0.4147848823389589,1745,4207
p443,0.41427889207258833,1735,4188
p44353,0.2,1,5
p4435332,0.5,1,2
p443533212,0.5,1,2
p44353321241,0.5,1,2
p4435332124151,0.5,1,2
p443533212415152,1.0,1,1
p5,0.41080432172869147,1711,4165
p544,0.5,1,2
p54455,0.5,1,2
p5445543,0.5,1,2
p544554333,0.5,1,2
p54455433325,0.5,1,2
p5445543332524,0.5,1,2
p544554333252436,0.5,1,2
