p21,0.5,1,2
p2112,0.5,1,2
p211233,1.0,1,1
p21123345,1.0,1,1
p2112334543,1.0,1,1
p211233454323,1.0,1,1
p21123345432332,1.0,1,1
p2112334543233211,1.0,1,1
p211233454323321152,1.0,1,1
p21123345432332115251,1.0,1,1
p2112334543233211525121,1.0,1,1
p211233454323321152512144,1.0,1,1
p11,0.5188743994509266,2268,4371
p1100,0.47368421052631576,9,19
p110023,0.4,4,10
p11002321,0.6666666666666666,2,3
p1100232122,1.0,2,2
p110023212231,1.0,2,2
p11002321223110,1.0,2,2
p1100232122311030,1.0,2,2
p110023212231103003,1.0,2,2
p66,0.5305980528511822,2289,4314
p6655,0.5301261092947221,2270,4282
p665543,0.5305594734367653,2257,4254
p66554345,0.34265734265734266,49,143
p6655434544,0.7272727272727273,8,11
p665543454435,1.0,3,3
p66554345443556,1.0,3,3
p6655434544355636,1.0,2,2
p665543454435563633,1.0,1,1
p01,0.25,1,4
p0110,0.5,1,2
p011010,1.0,1,1
p01101011,1.0,1,1
p0110101100,1.0,1,1
p011010110022,1.0,1,1
p01101011002222,1.0,1,1
p0110101100222220,1.0,1,1
p011010110022222012,1.0,1,1
p01101011002222201234,1.0,1,1
p0110101100222220123445,1.0,1,1
p011010110022222012344545,1.0,1,1
p01101011002222201234454556,1.0,1,1
p0110101100222220123445455644,1.0,1,1
p011010110022222012344545564453,1.0,1,1
p1120,1.0,9,9
p112022,1.0,3,3
p11202234,1.0,2,2
p1120223431,1.0,2,2
p112022343140,1.0,2,2
p11202234314040,1.0,2,2
p1120223431404030,1.0,1,1
p44,0.5695600475624257,2395,4205
p4435,0.5697563306258958,2385,4186
p443533,1.0,5,5
p44353321,1.0,2,2
p4435332124,1.0,2,2
p443533212415,1.0,2,2
p44353321241515,1.0,2,2
p4435332124151525,1.0,1,1
p54,0.4,2,5
p5445,1.0,2,2
p544554,1.0,2,2
p54455433,1.0,2,2
p5445543332,1.0,2,2
p544554333252,1.0,2,2
p54455433325243,1.0,2,2
p5445543332524366,1.0,2,2
p544554333252436655,1.0,2,2
p54455433325243665543,1.0,2,2
p5445543332524366554343,1.0,2,2
p544554333252436655434311,1.0,2,2
p54455433325243665543431111,1.0,2,2
p5445543332524366554343111122,1.0,2,2
p544554333252436655434311112221,1.0,1,1
p54455433325243665543431111222121,1.0,1,1
p5445543332524366554343111122212166,1.0,1,1
p544554333252436655434311112221216600,1.0,1,1
p43,0.5,1,2
p4334,0.5,1,2
p433443,1.0,1,1
p43344322,1.0,1,1
p4334432225,1.0,1,1
p433443222525,1.0,1,1
p43344322252534,1.0,1,1
p4334432225253411,1.0,1,1
p433443222525341122,1.0,1,1
p43344322252534112234,1.0,1,1
p4334432225253411223434,1.0,1,1
p433443222525341122343400,1.0,1,1
p43344322252534112234340006,1.0,1,1
p4334432225253411223434000606,1.0,1,1
p433443222525341122343400060600,1.0,1,1
p43344322252534112234340006060011,1.0,1,1
p4435332124151552,1.0,1,1
p10,0.5,1,2
p1010,0.5,1,2
p101011,0.5,1,2
p10101100,0.5,1,2
p1010110021,0.5,1,2
p101011002122,0.5,1,2
p10101100212234,0.5,1,2
p1010110021223434,0.5,1,2
p101011002122343433,0.5,1,2
p10101100212234343320,0.5,1,2
p1010110021223434332021,0.5,1,2
p101011002122343433202132,0.5,1,2
p10101100212234343320213230,0.5,1,2
p1010110021223434332021323055,0.5,1,2
p101011002122343433202132305566,0.5,1,2
p10101100212234343320213230556665,0.5,1,2
p1010110021223434332021323055666554,0.5,1,2
p5454,0.5,1,2
p545455,0.5,1,2
p54545543,1.0,1,1
p5454554363,1.0,1,1
p545455436366,1.0,1,1
p54545543636642,1.0,1,1
p5454554363664212,1.0,1,1
p545455436366421212,1.0,1,1
p54545543636642121224,1.0,1,1
p5454554363664212122433,1.0,1,1
p23,0.5,1,2
p2332,1.0,1,1
p233224,1.0,1,1
p23322434,1.0,1,1
p2332243445,1.0,1,1
p233224344563,1.0,1,1
p23322434456355,1.0,1,1
p00,0.4998226117306383,52127,104291
p0011,0.49984656693517454,52124,104280
p001123,0.4998225777061695,52117,104271
p00112321,0.3684210526315789,7,19
p0011232122,0.23076923076923078,3,13
p001123212231,1.0,2,2
p00112321223110,1.0,2,2
p0011232122311030,1.0,2,2
p001123212231103033,1.0,1,1
p56,0.4,2,5
p5665,1.0,2,2
p566565,1.0,1,1
p56656566,1.0,1,1
p5665656655,1.0,1,1
p566565665544,1.0,1,1
p56656566554444,1.0,1,1
p5665656655444443,1.0,1,1
p566565665544444332,1.0,1,1
p56656566554444433233,1.0,1,1
p5665656655444443323322,1.0,1,1
p566565665544444332332211,1.0,1,1
p56656566554444433233221102,1.0,1,1
p5665656655444443323322110202,1.0,1,1
p566565665544444332332211020220,1.0,1,1
p56656566554444433233221102022056,1.0,1,1
p5665656655444443323322110202205640,1.0,1,1
p566565665544444332332211020220564000,1.0,1,1
p56656566554444433233221102022056400033,1.0,1,1
p5665656655444443323322110202205640003311,1.0,1,1
p665543454435563663,1.0,1,1
p12,0.5,1,2
p1221,0.5,1,2
p122121,1.0,1,1
p12212122,1.0,1,1
p1221212211,1.0,1,1
p122121221100,1.0,1,1
p12212122110000,1.0,1,1
p1221212211000002,1.0,1,1
p122121221100000210,1.0,1,1
p12212122110000021044,1.0,1,1
p1221212211000002104455,1.0,1,1
p122121221100000210445563,1.0,1,1
p32,0.5,1,2
p3223,0.5,1,2
p322344,1.0,1,1
p32234456,1.0,1,1
p3223445654,1.0,1,1
p322344565463,1.0,1,1
p32234456546362,1.0,1,1
p3223445654636255,1.0,1,1
p45,0.5,1,2
p4545,0.5,1,2
p454544,0.5,1,2
p45454455,0.5,1,2
p4545445536,1.0,1,1
p454544553636,1.0,1,1
p45454455363636,1.0,1,1
p34,0.5,1,2
p3434,0.5,1,2
p343433,0.5,1,2
p34343345,1.0,1,1
p3434334525,1.0,1,1
p343433452522,1.0,1,1
p34343345252210,1.0,1,1
p55,0.5704665704665705,2372,4158
p5566,0.4251101321585903,579,1362
p556643,0.4245562130177515,574,1352
p55664345,0.3333333333333333,12,36
p5566434544,0.26666666666666666,8,30
p556643454435,1.0,3,3
p55664345443556,1.0,3,3
p5566434544355636,1.0,2,2
p556643454435563633,1.0,1,1
p66554334,0.3333333333333333,1,3
p6655433445,0.5,1,2
p665543344552,0.5,1,2
p66554334455242,1.0,1,1
p6655433445524232,1.0,1,1
p665543344552423223,1.0,1,1
p66554334455242322344,1.0,1,1
p6655433445524232234453,1.0,1,1
p665543344552423223445353,1.0,1,1
p66554334455242322344535322,1.0,1,1
p6655433445524232234453532211,1.0,1,1
p665543344552423223445353221101,1.0,1,1
p66554334455242322344535322110110,1.0,1,1
p6655433445524232234453532211011066,1.0,1,1
p433434,1.0,1,1
p43343433,1.0,1,1
p4334343344,1.0,1,1
p433434334422,1.0,1,1
p43343433442222,1.0,1,1
p4334343344222224,1.0,1,1
p433434334422222432,1.0,1,1
p43343433442222243210,1.0,1,1
p4334343344222224321005,1.0,1,1
p433434334422222432100505,1.0,1,1
p43343433442222243210050555,1.0,1,1
p4334343344222224321005055556,1.0,1,1
p433434334422222432100505555666,1.0,1,1
p43343433442222243210050555566665,1.0,1,1
p4334343344222224321005055556666500,1.0,1,1
p433434334422222432100505555666650006,1.0,1,1
p5564,0.6409058231488138,1783,2782
p556466,0.6407163742690059,1753,2736
p55646645,0.6407053637031594,1744,2722
p5564664545,0.864406779661017,51,59
p556466454554,0.8947368421052632,51,57
p55646645455464,0.9473684210526315,18,19
p5564664545546445,1.0,5,5
p556466454554644566,1.0,3,3
p55646645455464456633,1.0,3,3
p5564664545546445663333,1.0,3,3
p556466454554644566333322,1.0,3,3
p55646645455464456633332222,1.0,3,3
p4545445534,1.0,1,1
p454544553433,1.0,1,1
p45454455343321,1.0,1,1
p4545445534332121,1.0,1,1
p454544553433212122,1.0,1,1
p45454455343321212235,1.0,1,1
p4545445534332121223534,1.0,1,1
p454544553433212122353435,1.0,1,1
p45454455343321212235343520,1.0,1,1
p4545445534332121223534352020,1.0,1,1
p454544553433212122353435202006,1.0,1,1
p45454455343321212235343520200660,1.0,1,1
p4545445534332121223534352020066000,1.0,1,1
p454544553433212122353435202006600011,1.0,1,1
p4453,0.8571428571428571,6,7
p445355,1.0,2,2
p44535564,1.0,2,2
p4453556463,1.0,2,2
p445355646334,1.0,2,2
